Acronym;SAT ID;Launch;(expected) EOL;Satellite Programme;Agencies;Orbit;Altitude;Longitude;Inclination;Ect;Sat status;Payload;Last update
Amazônia-1B;464;2020-11-30;2025-11-30;Amazônia;"INPE
AEB";SunSync;752 km;;;10:30 desc;Planned;;2015-07-29 11:16:35
CAS 500-2;813;2020-11-30;2024-11-30;Korea Multi-Purpose Satellite;"KARI
";SunSync;528 km;;;10:50 asc;Planned;"CUBIC
GXRE/GRaBS
GXRE/SOXS
HXRS
ISENA";2015-07-29 11:19:54
COMPIRA;595;2020-11-30;2025-11-30;Coastal and Ocean measurement Mission with Precise and Innovative Radar Altimeter;"JAXA
";DRIFT;TBD km;;51°;;Planned;"DCS (SAC)
FVM
GOLPE
HRTC
HSTC
ICARE
IST
MMRS
OVM";2015-07-29 11:21:01
CSG-2;41;2020-11-30;2027-11-30;COSMO-SkyMed Second Generation;"ASI
";SunSync;619 km;;;06:00 asc;Planned;"Aquarius
DCS (SAC)
HSC
ICARE
MWR (SAC-D)
NIRST
ROSA";2017-01-05 01:08:23
EnMAP;77;2020-11-30;2025-11-30;Environmental Mapping and Analysis Programme;"DLR
";SunSync;653 km;;;11:00 desc;Planned;"DCS (SAC)
HSC
MUS-nir/swir";2021-01-16 12:43:11
FY-3E;117;2020-11-30;2025-11-30;Feng-Yun - 3;"CMA
NRSCC";SunSync;836 km;;;05:30 desc;Planned;"DCS (SAC)
HSC
MUS-uv/vis/nir";2021-01-16 12:46:10
FY-4B;121;2020-11-30;2027-11-30;Feng-Yun - 4;"CMA
NRSCC";GEO;35786 km;105 ° E;;;Planned;"HILT
LEICA
MAST
PET";2015-07-29 11:24:55
GISAT-2;791;2020-11-30;2027-11-30;Geostationary High Resolution Imager;"ISRO
";GEO;35786 km;83 ° E;;;Planned;SAR-L;2019-10-27 12:56:58
HRSAT-1A;749;2020-11-30;2025-11-30;High Resolution Satellite - 1;"ISRO
";SunSync;660 km;;;09:30 desc;Planned;SAR-L;2020-08-31 10:54:26
HRSAT-1B;792;2020-11-30;2025-11-30;High Resolution Satellite - 1;"ISRO
";SunSync;660 km;;;09:30 desc;Planned;SAR-L;2020-03-19 01:29:36
HRSAT-1C;793;2020-11-30;2025-11-30;High Resolution Satellite - 1;"ISRO
";SunSync;660 km;;;09:30 desc;Planned;SAR-L;2020-03-19 01:30:12
HY-2D;557;2020-11-30;2025-11-30;Hai Yang 2;"NSOAS
CAST";DRIFT;1336 km;;66°;;Planned;"A-DCS
AltiKa
DORIS
LRA (CNES)";2021-01-18 21:40:22
HY-3A;641;2020-11-30;2028-11-30;Hai Yang 3;"NSOAS
CAST";SunSync;TBD km;;;06:00 desc;Planned;OSCAT;2021-02-19 19:29:29
HY-3B;642;2020-11-30;2028-11-30;Hai Yang 3;"NSOAS
CAST";SunSync;TBD km;;;06:00 desc;Planned;DCS (CBERS);2021-01-18 21:29:06
Ionosphere N1 & N2;522;2020-11-30;2023-11-30;Ionozond;"Roscosmos
";SunSync;820 km;;;TBD;Planned;DCS (CBERS);2021-01-18 21:29:44
ISS COWVR;806;2020-11-30;2023-11-30;International Space Station;"NASA
CSA
ESA
JAXA
Roscosmos";DRIFT;407 km;;51.6°;;Planned;"ACE-FTS
MAESTRO";2021-04-08 11:35:18
ISS TSIS-2;725;2020-11-30;2025-11-30;International Space Station;"NASA
CSA
ESA
JAXA
Roscosmos";DRIFT;407 km;;51.6°;;Planned;SAR-X/Ku;2018-06-20 23:21:14
KOMPSAT-6;810;2020-11-30;2024-11-30;Korea Multi-Purpose Satellite;"KARI
";SunSync;550 km;;;06:00 asc;Planned;"AIA
EVE
HMI";2021-01-18 21:49:03
KOMPSAT-7;811;2020-11-30;2024-11-30;Korea Multi-Purpose Satellite;"KARI
";SunSync;685 km;;;10:50 asc;Planned;"ALT (SeaSat)
LRR (NASA)
SAR
SASS
SMMR
VIRR (Seasat)";2015-07-29 11:27:26
Landsat-9;724;2020-11-30;2027-11-30;Landsat Data Continuity Mission;"USGS
NASA";SunSync;650 km;;;10:00 desc;Planned;SAR-C (Sentinel-1);2019-11-27 18:45:39
LARES-2;809;2020-11-30;2049-11-30;Laser Geodynamics Satellite;"ASI
NASA";DRIFT;5899 km;;70.16°;;Planned;SAR-C (Sentinel-1);2019-11-27 18:02:24
MATS;764;2020-11-30;2023-11-30;Mesospheric Airglow/Aerosol Tomography and Spectroscopy;"SNSA
";SunSync;600 km;;;06:00 desc;Planned;SAR-C (Sentinel-1);2019-12-05 19:32:49
MERLIN;592;2020-11-30;2023-11-30;Methane Remote Sensing Mission;"CNES
DLR";SunSync;506 km;;;06:00 asc;Planned;SAR-C (Sentinel-1);2019-10-27 12:47:55
Meteor-M N2-3;615;2020-11-30;2025-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;820.7 km;;;09:00 desc;Planned;MSI (Sentinel-2A);2019-11-27 17:56:51
MicroCarb;825;2020-11-30;2025-11-30;MicroCarb;"CNES
";SunSync;650 km;;;10:30 desc;Planned;MSI (Sentinel-2A);2019-11-27 17:58:22
NEMO-AM;659;2020-11-30;2025-11-30;Nanosatellite for Earth Monitoring and Observation-Aerosol Monitoring;"ISRO
";SunSync;650 km;;;09:30 desc;Planned;MSI (Sentinel-2A);2021-03-10 16:01:48
Obzor-R N1;644;2020-11-30;2025-11-30;Operative Monitoring Satellite - Radar;"Roscosmos
";SunSync;650 km;;;TBD;Planned;MSI (Sentinel-2A);2021-03-10 16:08:47
OceanSat-3;345;2020-11-30;2027-11-30;Satellite for the Ocean;"ISRO
";SunSync;723 km;;;12:00 desc;Planned;"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL";2020-08-21 13:22:25
Pléiades-Neo C;823;2020-11-30;2030-11-30;Pléiades Neo;"Airbus
";SunSync;620 km;;;10:30 desc;Planned;"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL";2020-08-21 13:23:05
Pléiades-Neo D;824;2020-11-30;2030-11-30;Pléiades Neo;"Airbus
";SunSync;620 km;;;10:30 desc;Planned;"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL";2020-07-17 10:22:25
PREFIRE;875;2020-11-30;2025-11-30;Polar Radiant Energy in the Far-InfraRed Experiment;"NASA
";DRIFT;560 km;;90°;;Planned;"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL";2021-03-10 15:47:55
ResourceSat-3;720;2020-11-30;2025-11-30;Satellite for Earth Resources;"ISRO
";SunSync;795 km;;;10:30 desc;Planned;TROPOMI;2019-11-27 17:18:21
ResourceSat-3A;721;2020-11-30;2025-11-30;Satellite for Earth Resources;"ISRO
";SunSync;795 km;;;10:30 desc;Planned;"AMR-C
DORIS
GNSS-RO (Sentinel-6)
GPS (ESA)
LRA (NASA)
Poseidon-4";2021-03-03 17:30:51
ResourceSat-3S;747;2020-11-30;2025-11-30;Satellite for Earth Resources;"ISRO
";SunSync;633 km;;;10:30 desc;Planned;"AMR-C
DORIS
GNSS-RO (Sentinel-6)
GPS (ESA)
LRA (NASA)
Poseidon-4";2021-01-16 15:52:49
ResourceSat-3SA;748;2020-11-30;2025-11-30;Satellite for Earth Resources;"ISRO
";SunSync;633 km;;;10:30 desc;Planned;"LRR (DLR)
ROHPP
SAR-X (Paz (SEOSAR))";2019-10-27 13:10:00
Resurs-P4;786;2020-11-30;2025-11-30;Resurs-P;"Roscosmos
";SunSync;477 km;;;10:30 desc;Planned;"MS (Ingenio)
PAN (Ingenio)";2021-01-16 15:33:21
Resurs-P5;787;2020-11-30;2025-11-30;Resurs-P;"Roscosmos
";SunSync;477 km;;;10:30 desc;Planned;GOLD;2021-01-18 23:26:16
SAOCOM-2A;388;2020-11-30;2025-11-30;SAtélite Argentino de Observación COn Microondas;"CONAE
";SunSync;620 km;;;06:00 asc;Planned;"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)";2019-10-22 01:54:11
SAOCOM-2B;389;2020-11-30;2025-11-30;SAtélite Argentino de Observación COn Microondas;"CONAE
";SunSync;620 km;;;06:00 asc;Planned;"MSU-EU
MTVZA-OK (MW)
MTVZA-OK (optical)
RLSBO
RM-08  (Okean)";2019-10-22 01:54:37
SWOT;424;2020-11-30;2023-11-30;Surface Water and Ocean Topography;"NASA
CNES";DRIFT;891 km;;78°;;Planned;"IREI
MBEI
Potential";2017-01-05 01:06:33
TRISHNA;750;2020-11-30;2025-11-30;TRISHA;"ISRO
CNES";SunSync;761 km;;;13:00 asc;Planned;"MUX (SJ-9)
PAN (SJ-9)";2021-01-18 23:20:34
TROPICS;691;2020-11-30;2025-11-30;Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats;"NASA
";DRIFT;600 km;;30°;;Planned;IRS (SJ-9);2021-01-18 23:21:17
Falcon-Eye 2;781;2020-12-02;2024-11-30;Falcon-Eye;"EIAST
";SunSync;610 km;;;10:30 desc;Operational;SkySat;2021-01-18 23:18:51
GF-14;885;2020-12-06;2027-11-30;Gao Fen;"CNSA
";SunSync;488 km;;;10:30 desc;Commissioning;SkySat;2018-02-01 13:39:18
Amazônia-1;11;2021-02-28;2025-11-30;Amazônia;"INPE
AEB";SunSync;752 km;;;10:30 desc;Commissioning;SkySat;2018-02-01 13:40:00
Arctica-M N1;465;2021-02-28;2030-11-30;Arctica in Molniya orbit;"RosHydroMet
Roscosmos";Molniya;;;63.4°;;Commissioning;SkySat;2018-02-01 13:40:50
BlackSky-7;796;2021-03-22;2022-11-30;BlackSky Global Commercial Imaging Constellation;"BSG
";SunSync;500 km;;;10:30 desc;Commissioning;SkySat;2018-02-01 13:41:26
CAS 500-1;812;2021-03-22;2024-11-30;Korea Multi-Purpose Satellite;"KARI
";SunSync;528 km;;;10:50 asc;Commissioning;SkySat;2019-03-23 17:40:16
GF-12-02;892;2021-03-30;2027-11-30;Gao Fen;"CNSA
";SunSync;635 km;;;06:00 desc;Commissioning;SkySat;2019-03-23 17:41:31
Pléiades-Neo 3;821;2021-04-29;2030-11-30;Pléiades Neo;"Airbus
";SunSync;620 km;;;10:30 desc;Commissioning;SkySat;2020-06-14 21:02:19
GISAT-1;526;2021-04-30;2027-11-30;Geostationary High Resolution Imager;"ISRO
";GEO;35786 km;85.5 ° E;;;Planned;SkySat;2020-06-14 21:03:37
Pléiades-Neo 4;822;2021-05-31;2030-11-30;Pléiades Neo;"Airbus
";SunSync;620 km;;;10:30 desc;Planned;SkySat;2020-06-14 21:05:05
RISAT-1A;604;2021-06-30;2025-11-30;Radar Imaging Satellite;"ISRO
";SunSync;536 km;;;06:00 desc;Planned;SkySat;2020-08-19 10:20:32
BlackSky-8;795;2021-10-31;2023-11-30;BlackSky Global Commercial Imaging Constellation;"BSG
";SunSync;500 km;;;10:30 desc;Planned;SkySat;2021-01-18 23:19:32
BlackSky-9;794;2021-10-31;2023-11-30;BlackSky Global Commercial Imaging Constellation;"BSG
";SunSync;500 km;;;10:30 desc;Planned;SkySat;2020-08-19 10:21:19
BIOMASS;508;2021-11-30;2026-11-30;BIOMASS;"ESA
";SunSync;660 km;;;06:00 desc;Planned;SkySat;2020-08-19 10:22:30
CFOSAT follow-on;688;2021-11-30;2026-11-30;Chinese-French Oceanography Satellite;"CNSA
CNES";SunSync;500 km;;;07:00 desc;Considered;SkySat;2017-08-03 12:11:47
EarthCARE;71;2021-11-30;2024-11-30;Earth Clouds, Aerosol and Radiation Explorer;"ESA
JAXA";SunSync;394 km;;;14:00 desc;Planned;SkySat;2017-08-03 12:12:25
Electro-L N4;613;2021-11-30;2031-11-30;Electro;"RosHydroMet
Roscosmos";GEO;35786 km;166 ° E;;;Planned;SkySat;2017-08-03 12:12:51
GeoCarb;727;2021-11-30;2026-11-30;Geostationary Carbon Cycle Observatory;"NASA
";GEO;35786 km;85 ° W;;;Planned;SkySat;2017-08-03 12:13:25
GOES-T;665;2021-11-30;2031-11-30;Geostationary Operational Environmental Satellite - 3rd generation;"NOAA
NASA";GEO;35786 km;137 ° E;;;Planned;SkySat;2018-02-01 13:37:38
HY-1E;680;2021-11-30;2027-11-30;Hai Yang 1;"NSOAS
CAST";SunSync;798 km;;;13:30 asc;Considered;SkySat;2018-02-01 13:38:33
Ionosphere N3 & N4;523;2021-11-30;2024-11-30;Ionozond;"Roscosmos
";SunSync;820 km;;;TBD;Planned;SkySat;2017-08-03 12:01:22
ISS EMIT;874;2021-11-30;2024-11-30;International Space Station;"NASA
CSA
ESA
JAXA
Roscosmos";DRIFT;407 km;;51.6°;;Planned;SMAP;2021-01-18 21:30:43
ISS MOLI;772;2021-11-30;2026-11-30;International Space Station;"NASA
CSA
ESA
JAXA
Roscosmos";DRIFT;407 km;;51.6°;;Planned;"ACRIM-I
CP
GRS
HXIS
HXRBS
UVSP
XRP";2015-07-29 11:53:50
JPSS-2;209;2021-11-30;2028-11-30;Joint Polar Satellite System;"NOAA
NASA";SunSync;824 km;;;13:30 asc;Planned;"GPS (ESA)
MIRAS
STA";2021-01-18 21:31:44
MAIA;690;2021-11-30;2026-11-30;Multi-Angle Imager for Aerosols;"NASA
";SunSync;740 km;;;TBD;Planned;"DCIS
SEM/EPS
SEM/HEPAD
SEM/MAG
SEM/XRS-EUV
VISSR";2015-07-29 11:55:25
Meteor-M N2-4;616;2021-11-30;2026-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;820.7 km;;;15:00 asc;Planned;"DCIS
SEM/EPS
SEM/HEPAD
SEM/MAG
SEM/XRS-EUV
VISSR";2015-07-29 11:56:12
MTG-I1;289;2021-11-30;2029-11-30;Meteosat Third Generation (MTG) - “I” imaging, “S” sounding;"EUMETSAT
EC
ESA";GEO;35786 km;;;;Planned;"ATMS
CERES
CrIS
OMPS-limb
OMPS-nadir
VIIRS";2021-04-26 20:26:41
NI-SAR;639;2021-11-30;2026-11-30;NASA-ISRO Synthetic Aperture Radar;"NASA
ISRO";SunSync;747 km;;;06:00 desc;Planned;"CDS
CELIAS
COSTEP
EIT
ERNE
GOLF
LASCO
MDI
SEM (SOHO)
SUMER
SWAN
UVCS
VIRGO";2021-01-18 21:51:19
PACE;358;2021-11-30;2026-11-30;Pre-ACE (ACE = Aerosol-Cloud Ecosystems);"NASA
CNES";SunSync;676 km;;;12:00 desc;Planned;"EPD
EUI
MAG (Solar Orbiter)
METIS
PHI
RPW
SPICE
STIX
SWA
SoloHI";2021-03-03 14:56:42
SAC-E/SABIA-MAR A;626;2021-11-30;2026-11-30;Satélite de Aplicaciones Cientificas;"CONAE
AEB
INPE
NASA";SunSync;645 km;;;10:30 desc;Planned;"BCS
HXT
SXT
WBS";2015-07-29 12:02:29
Sentinel-1C;754;2021-11-30;2028-11-30;Sentinel-1;"ESA
EC";SunSync;693 km;;;06:00 desc;Planned;"EIS
SOT
XRT";2021-01-18 21:45:29
TEMPO;590;2021-11-30;2028-11-30;"Tropospheric Emissions: Monitoring of Pollution

";"NASA
";GEO;35786 km;100 ° W;;;Planned;"SIM
SOLSTICE
TIM 
XPS";2020-04-12 10:28:08
THEOS-2 Main;889;2021-11-30;2031-11-30;Thailand Earth Observation System;"GISTDA
";SunSync;621 km;;;09:30 desc;Planned;HRV;2015-07-29 12:04:36
THEOS-2 Small;890;2021-11-30;2024-11-30;Thailand Earth Observation System;"GISTDA
";SunSync;590 km;;;10:30 asc;Planned;"DORIS
HRV";2015-07-29 12:09:06
3D-Winds;832;2022-11-30;2025-11-30;Three-Dimensional Tropospheric Winds from Space-Based Lidar;"NASA
";SunSync;TBD km;;;;Considered;"DORIS
HRV
POAM";2015-07-29 12:09:46
Amazônia-2;728;2022-11-30;2027-11-30;Amazônia;"INPE
AEB";SunSync;778 km;;;10:30 desc;Planned;"DORIS
HRVIR
PASTEC
POAM
Végétation ";2017-01-05 01:21:03
Arctica-M N2;466;2022-11-30;2032-11-30;Arctica in Molniya orbit;"RosHydroMet
Roscosmos";Molniya;;;63.4°;;Planned;"DORIS
HRG
HRS
Végétation ";2015-07-29 12:15:16
Electro-L N5;800;2022-11-30;2032-11-30;Electro;"RosHydroMet
Roscosmos";GEO;35786 km;76 ° E;;;Planned;NAOMI (SPOT);2017-08-03 01:18:18
FY-3F;119;2022-11-30;2027-11-30;Feng-Yun - 3;"CMA
NRSCC";SunSync;836 km;;;10:00 desc;Planned;NAOMI (SPOT);2017-08-03 01:18:51
FY-3G;520;2022-11-30;2027-11-30;Feng Yun 3 - Rainfall Measurement;"CMA
NRSCC";DRIFT;;;50°;;Planned;NAOMI (SSOT);2021-01-18 22:09:35
FY-4C;122;2022-11-30;2029-11-30;Feng-Yun - 4;"CMA
NRSCC";GEO;35786 km;86.5 ° E;;;Planned;VHRI-100;2018-08-25 12:37:19
GOSAT-GW;752;2022-11-30;2029-11-30;Greenhouse gas Observing Satellite;"JAXA
MOE";SunSync;666 km;;;13:30 asc;Planned;VHRI-100;2018-08-25 12:40:05
HY-2E;682;2022-11-30;2027-11-30;Hai Yang 2;"NSOAS
CAST";SunSync;973 km;;;06:00 desc;Planned;VHRI-100;2018-08-25 12:42:24
HY-2H;686;2022-11-30;2027-11-30;Hai Yang 2;"NSOAS
CAST";SunSync;973 km;;;06:00 desc;Considered;VHRI-100;2018-12-28 00:46:05
INSAT-3DS;603;2022-11-30;2029-11-30;Indian National Satellite - 3;"ISRO
";GEO;35786 km;74 ° E;;;Planned;LR;2015-07-29 12:26:50
ISS CLARREO-PF;689;2022-11-30;2027-11-30;International Space Station;"NASA
CSA
ESA
JAXA
Roscosmos";DRIFT;407 km;;51.6°;;Planned;LR;2015-07-29 12:27:30
MTG-S1;293;2022-11-30;2030-11-30;Meteosat Third Generation (MTG) - “I” imaging, “S” sounding;"EUMETSAT
EC
ESA";GEO;35786 km;;;;Planned;"IMPACT/MAG
IMPACT/SEP
IMPACT/STE
IMPACT/SWEA
PLASTIC
S/WAVES
SECCHI/COR-1
SECCHI/COR-2
SECCHI/EUVI
SECCHI/HI-1
SECCHI/HI-2";2021-01-18 23:56:32
Obzor-O N1;648;2022-11-30;2029-11-30;Operative Monitoring Satellite - Optical;"Roscosmos
";SunSync;700 km;;;10:30 desc;Planned;"IMPACT/MAG
IMPACT/SEP
IMPACT/STE
IMPACT/SWEA
PLASTIC
S/WAVES
SECCHI/COR-1
SECCHI/COR-2
SECCHI/EUVI
SECCHI/HI-1
SECCHI/HI-2";2020-02-27 23:55:07
Obzor-R N2;645;2022-11-30;2027-11-30;Operative Monitoring Satellite - Radar;"Roscosmos
";SunSync;650 km;;;TBD;Planned;"CITRIS
SHIMMER";2015-07-29 12:28:41
SAC-E/SABIA-MAR B;627;2022-11-30;2027-11-30;Satélite de Aplicaciones Cientificas;"CONAE
AEB
INPE
NASA";SunSync;645 km;;;10:30 desc;Planned;ODTML;2020-01-01 03:19:10
Sentinel-1D;755;2022-11-30;2029-11-30;Sentinel-1;"ESA
EC";SunSync;693 km;;;06:00 desc;Planned;"SWATS
TIM 
iMESA-R";2021-01-18 22:30:07
Sentinel-3C;803;2022-11-30;2029-11-30;Sentinel-3;"ESA
EC
EUMETSAT";SunSync;810 km;;;10:00 desc;Planned;"FIMS
SPP-fields
SPP-particles";2015-07-29 12:31:22
Arctica-M N3;693;2023-11-30;2033-11-30;Arctica in Molniya orbit;"RosHydroMet
Roscosmos";Molniya;;;63.4°;;Planned;"DREAM
LRA (KARI)";2015-07-29 12:32:15
FLEX;511;2023-11-30;2026-11-30;FLuorescence EXplorer;"ESA
";SunSync;800 km;;;10:00 desc;Planned;"LP
LRA (KARI)
SREM-dose
SREM-particles";2015-07-29 12:33:18
FY-3H;118;2023-11-30;2028-11-30;Feng-Yun - 3;"CMA
NRSCC";SunSync;836 km;;;14:00 asc;Planned;"COMIS
MIRIS/MEOC
MIRIS/MSOC";2021-01-19 14:46:50
FY-4D;123;2023-11-30;2030-11-30;Feng-Yun - 4;"CMA
NRSCC";GEO;35786 km;105 ° E;;;Considered;MSI (Sansa);2015-07-29 12:35:04
HY-1F;681;2023-11-30;2029-11-30;Hai Yang 1;"NSOAS
CAST";SunSync;798 km;;;13:30 asc;Considered;PMS-3;2017-08-03 12:19:03
HY-2F;683;2023-11-30;2028-11-30;Hai Yang 2;"NSOAS
CAST";DRIFT;1336 km;;66°;;Planned;PMS-3;2017-07-25 12:56:36
HY-3C;643;2023-11-30;2031-11-30;Hai Yang 3;"NSOAS
CAST";GEO;35786 km;TBD ;;;Considered;PMS-3;2018-04-26 12:57:47
Meteor-M N2-5;617;2023-11-30;2028-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;820.7 km;;;15:00 desc;Planned;PMS-3;2018-04-26 12:59:10
Metop-SG-A1;840;2023-11-30;2030-11-30;EPS Second Generation;"EUMETSAT
ESA";SunSync;835 km;;;09:30 desc;Planned;"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM";2021-01-19 17:37:34
Metop-SG-B1;85;2023-11-30;2030-11-30;EPS Second Generation;"EUMETSAT
ESA";SunSync;835 km;;;09:30 desc;Planned;"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM";2021-01-26 14:21:25
Obzor-R N3;646;2023-11-30;2028-11-30;Operative Monitoring Satellite - Radar;"Roscosmos
";SunSync;650 km;;;TBD;Planned;"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM";2021-01-19 17:42:35
Sentinel-2C;756;2023-11-30;2030-11-30;Sentinel-2;"ESA
EC";SunSync;786 km;;;10:30 desc;Planned;"CCOR
SWIS/MAG
SWIS/STIS
SWIS/SWiPS";2019-08-28 00:30:10
SWFO-L1;784;2023-11-30;2028-11-30;Space Weather Follow-On;"NOAA
NASA";L1;1.5e+06 km;;;;Planned;"Altimeter
KaRIN
MW radiometer";2019-10-30 19:59:13
Tandem-L;428;2023-11-30;2035-11-30;TerraSAR;"DLR
";SunSync;745 km;;;06:00 desc;Planned;IGOR (TacSat-2);2015-07-29 12:37:42
Arctica-M N4;694;2024-11-30;2034-11-30;Arctica in Molniya orbit;"RosHydroMet
Roscosmos";Molniya;;;63.4°;;Planned;L-SAR;2021-01-16 19:48:30
Arctica-M N5;695;2024-11-30;2034-11-30;Arctica in Molniya orbit;"RosHydroMet
Roscosmos";Molniya;;;63.4°;;Planned;"SAR-X
TOR";2021-01-16 19:56:47
Electro-M N1;75;2024-11-30;2034-11-30;Electro;"RosHydroMet
Roscosmos";GEO;35786 km;14.5 ° W;;;Considered;"ACGS
CAPI";2021-01-18 23:24:38
FY-3I;678;2024-11-30;2029-11-30;Feng-Yun - 3;"CMA
NRSCC";SunSync;836 km;;;05:30 desc;Considered;TEMPO;2019-12-30 09:47:46
FY-3J;521;2024-11-30;2029-11-30;Feng Yun 3 - Rainfall Measurement;"CMA
NRSCC";DRIFT;;;50°;;Considered;"ASTER
CERES
MISR
MODIS
MOPITT";2021-01-18 18:44:29
GOES-U;666;2024-11-30;2035-11-30;Geostationary Operational Environmental Satellite - 3rd generation;"NOAA
NASA";GEO;35786 km;75 ° W;;;Planned;"SAR-X
TOR";2021-01-16 18:09:37
HY-2G;685;2024-11-30;2029-11-30;Hai Yang 2;"NSOAS
CAST";DRIFT;1336 km;;66°;;Planned;"MS (TH)
PAN (TH)";2019-12-29 16:00:45
HY-3D;687;2024-11-30;2032-11-30;Hai Yang 3;"NSOAS
CAST";GEO;35786 km;TBD ;;;Mission concept;"MS (TH)
PAN (TH)";2021-01-18 22:27:10
Meteor-M N2-6;801;2024-11-30;2029-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;820.7 km;;;09:00 asc;Planned;"MS (TH)
PAN (TH)";2021-01-18 23:22:37
Meteor-MP N1;286;2024-11-30;2031-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;830 km;;;15:30 asc;Considered;"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST";2021-01-18 23:57:58
MTG-I2;290;2024-11-30;2032-11-30;Meteosat Third Generation (MTG) - “I” imaging, “S” sounding;"EUMETSAT
EC
ESA";GEO;35786 km;;;;Planned;"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST";2021-01-18 21:52:44
Obzor-O N2;649;2024-11-30;2031-11-30;Operative Monitoring Satellite - Optical;"Roscosmos
";SunSync;700 km;;;10:30 desc;Planned;"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST";2021-01-18 23:59:02
Obzor-R N4;647;2024-11-30;2029-11-30;Operative Monitoring Satellite - Radar;"Roscosmos
";SunSync;650 km;;;TBD;Planned;"MS (THEOS)
PAN (THEOS)";2021-04-08 11:41:51
Sentinel-2D;757;2024-11-30;2031-11-30;Sentinel-2;"ESA
EC";SunSync;786 km;;;10:30 desc;Planned;"MS (THEOS-2)
PAN (THEOS-2)";2021-04-08 11:43:58
Sentinel-3D;804;2024-11-30;2031-11-30;Sentinel-3;"ESA
EC
EUMETSAT";SunSync;810 km;;;10:00 desc;Planned;CERIA;2021-04-08 12:53:31
Sentinel-6B;480;2024-11-30;2031-11-30;Sentinel-6;"EUMETSAT
CNES
EC
ESA
NASA
NOAA";DRIFT;1336 km;;66°;;Planned;"GUVI
SABER
SEE
TIDI ";2021-01-18 21:37:08
Zond;524;2024-11-30;2027-11-30;Ionozond;"Roscosmos
";SunSync;600 km;;;TBD;Planned;"VCS-NA
VCS-WA";2015-07-29 12:57:14
Electro-M N2;76;2025-11-30;2035-11-30;Electro;"RosHydroMet
Roscosmos";GEO;35786 km;76 ° E;;;Considered;VCS-WA;2015-07-29 12:58:19
FORUM;876;2025-11-30;2028-11-30;Far-infrared Outgoing Radiation Understanding and Monitoring;"ESA
";SunSync;835 km;;;09:30 desc;Planned;"FPR
MRIR
VCS-NA
VCS-WA";2015-07-29 12:59:35
HRWS-SAR;638;2025-11-30;2033-11-30;TerraSAR;"DLR
";SunSync;515 km;;;06:00 desc;Mission concept;"FPR
MRIR
VCS-WA";2015-07-29 13:00:26
Meteor-MP N2;287;2025-11-30;2032-11-30;Meteor-3M;"RosHydroMet
Roscosmos";SunSync;830 km;;;09:30 desc;Considered;"FPR
MRIR
VCS-MA
VCS-WA";2015-07-29 13:01:08
Obzor-O N3;650;2025-11-30;2032-11-30;Operative Monitoring Satellite - Optical;"Roscosmos
";SunSync;700 km;;;10:30 desc;Planned;"VCS-MA
VCS-WA";2015-07-29 13:01:58
FY-4E;124;2026-11-30;2033-11-30;Feng-Yun - 4;"CMA
NRSCC";GEO;35786 km;86.5 ° E;;;Considered;"VCS-MA
VCS-WA";2015-07-29 13:05:44
JPSS-3;662;2026-11-30;2033-11-30;Joint Polar Satellite System;"NOAA
NASA";SunSync;824 km;;;13:30 asc;Planned;"FPR
LP
MRIR
VCS-WA";2015-07-29 13:06:43
Obzor-O N4;651;2026-11-30;2033-11-30;Operative Monitoring Satellite - Optical;"Roscosmos
";SunSync;700 km;;;10:30 desc;Planned;"APT
VCS-WA";2015-07-29 13:07:30
CIMR;886;2027-11-30;2034-11-30;Copernicus Imaging Microwave Radiometer;"ESA
";SunSync;820 km;;;06:00 desc;Considered;VCS-WA;2015-07-29 13:08:10
MTG-I3;291;2027-11-30;2035-11-30;Meteosat Third Generation (MTG) - “I” imaging, “S” sounding;"EUMETSAT
EC
ESA";GEO;35786 km;;;;Planned;"AVHRR
Argos
HIRS/2
MSU
SEM/MEPED
SEM/TED
SSU";2015-07-29 13:09:18
Electro-M N3;546;2028-11-30;2038-11-30;Electro;"RosHydroMet
Roscosmos";GEO;35786 km;165.8 ° E;;;Considered;TOMS;2015-07-29 13:10:04
